                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.34059,                0.35535,                0.81729,                0.99685,                0.99635,                0.99493,                0.96567,                0.14066,                0.08549,                0.75529,               0.007492,               0.007492,               0.007492
                    155,                0.30195,                0.24966,                0.80565,                0.99683,                0.99637,                0.99493,                0.96562,                0.14056,                0.08518,                0.75529,              0.0074755,              0.0074755,              0.0074755
                    156,                0.31369,                  0.282,                0.80963,                0.99675,                 0.9964,                0.99493,                 0.9657,                0.14058,                0.08551,                0.75524,               0.007459,               0.007459,               0.007459
                    157,                0.31996,                0.29762,                0.81142,                0.99672,                0.99642,                0.99493,                 0.9657,                0.14057,                0.08538,                0.75523,              0.0074425,              0.0074425,              0.0074425
                    158,                0.32422,                0.30805,                0.81244,                0.99675,                0.99639,                0.99492,                0.96574,                0.14053,                0.08529,                0.75525,               0.007426,               0.007426,               0.007426
                    159,                 0.3271,                0.31299,                0.81295,                0.99691,                0.99618,                0.99492,                0.96564,                0.14055,                0.08562,                0.75521,              0.0074095,              0.0074095,              0.0074095
                    160,                0.32874,                0.31973,                0.81357,                0.99691,                0.99606,                0.99492,                0.96565,                0.14048,                0.08564,                0.75523,               0.007393,               0.007393,               0.007393
                    161,                0.32923,                0.32141,                0.81388,                0.99686,                0.99605,                0.99492,                0.96571,                0.14044,                0.08519,                0.75522,              0.0073765,              0.0073765,              0.0073765
                    162,                0.29915,                0.24422,                0.80496,                0.99682,                0.99601,                0.99491,                0.96575,                0.14039,                0.08475,                0.75519,                0.00736,                0.00736,                0.00736
                    163,                0.31118,                0.27823,                0.80917,                0.99651,                0.99652,                0.99491,                0.96564,                0.14036,                0.08492,                0.75521,              0.0073435,              0.0073435,              0.0073435
                    164,                0.31793,                0.29358,                0.81066,                0.99717,                0.99588,                0.99491,                0.96575,                0.14032,                0.08501,                 0.7552,               0.007327,               0.007327,               0.007327
                    165,                0.32263,                 0.3042,                0.81162,                0.99647,                0.99651,                0.99491,                0.96574,                0.14037,                0.08512,                0.75518,              0.0073105,              0.0073105,              0.0073105
                    166,                0.32618,                0.31059,                0.81252,                0.99649,                0.99646,                0.99491,                0.96568,                0.14032,                0.08482,                0.75519,               0.007294,               0.007294,               0.007294
                    167,                 0.3281,                0.31813,                  0.814,                0.99665,                0.99632,                0.99491,                0.96583,                0.14025,                0.08465,                0.75519,              0.0072775,              0.0072775,              0.0072775
                    168,                0.32864,                0.31861,                0.81375,                0.99667,                0.99629,                0.99491,                0.96572,                0.14028,                0.08528,                0.75517,               0.007261,               0.007261,               0.007261
                    169,                0.32982,                0.32477,                0.81418,                0.99689,                0.99594,                0.99491,                0.96577,                0.14035,                 0.0853,                0.75519,              0.0072445,              0.0072445,              0.0072445
                    170,                0.33269,                0.32976,                 0.8145,                0.99673,                0.99614,                0.99491,                0.96563,                0.14036,                0.08528,                0.75524,               0.007228,               0.007228,               0.007228
                    171,                0.33308,                 0.3351,                0.81548,                0.99693,                0.99592,                0.99491,                0.96573,                 0.1403,                0.08486,                0.75518,              0.0072115,              0.0072115,              0.0072115
                    172,                0.33498,                0.33668,                0.81614,                0.99693,                0.99601,                0.99491,                0.96593,                0.14026,                0.08514,                0.75514,               0.007195,               0.007195,               0.007195
                    173,                0.33429,                0.34089,                0.81493,                0.99694,                0.99601,                0.99491,                0.96582,                0.14025,                0.08486,                0.75518,              0.0071785,              0.0071785,              0.0071785
                    174,                0.33623,                0.34139,                0.81589,                0.99695,                0.99598,                0.99491,                0.96587,                0.14012,                 0.0847,                0.75514,               0.007162,               0.007162,               0.007162
                    175,                0.33731,                0.34959,                0.81672,                 0.9965,                0.99605,                0.99492,                0.96598,                0.14012,                0.08515,                 0.7551,              0.0071455,              0.0071455,              0.0071455
                    176,                0.29565,                0.23864,                0.80398,                0.99642,                0.99626,                0.99491,                0.96595,                 0.1401,                0.08477,                0.75511,               0.007129,               0.007129,               0.007129
                    177,                0.30836,                0.27256,                  0.808,                0.99645,                0.99618,                0.99491,                0.96604,                0.14005,                 0.0849,                0.75511,              0.0071125,              0.0071125,              0.0071125
                    178,                0.31441,                0.28748,                 0.8099,                0.99649,                0.99612,                0.99491,                0.96598,                0.13998,                0.08513,                0.75507,               0.007096,               0.007096,               0.007096
                    179,                0.31933,                0.29873,                0.81073,                0.99641,                0.99621,                0.99491,                0.96612,                0.14002,                0.08505,                0.75509,              0.0070795,              0.0070795,              0.0070795
                    180,                0.32262,                0.30384,                0.81164,                0.99651,                0.99625,                0.99491,                0.96592,                0.14004,                0.08509,                0.75512,               0.007063,               0.007063,               0.007063
                    181,                0.32514,                0.31258,                0.81319,                0.99641,                0.99613,                0.99491,                0.96586,                   0.14,                0.08488,                0.75509,              0.0070465,              0.0070465,              0.0070465
                    182,                0.32568,                0.31513,                  0.813,                0.99639,                0.99613,                0.99491,                0.96604,                0.14003,                0.08481,                 0.7551,                0.00703,                0.00703,                0.00703
                    183,                0.32671,                0.32019,                0.81379,                0.99638,                0.99615,                0.99491,                0.96596,                0.14005,                0.08491,                0.75506,              0.0070135,              0.0070135,              0.0070135
                    184,                0.33035,                 0.3259,                  0.814,                0.99651,                0.99624,                0.99491,                0.96607,                0.13997,                0.08492,                0.75505,               0.006997,               0.006997,               0.006997
                    185,                 0.3302,                0.32972,                 0.8146,                0.99652,                0.99626,                0.99491,                0.96606,                0.13997,                  0.085,                0.75503,              0.0069805,              0.0069805,              0.0069805
                    186,                0.33248,                0.33262,                0.81547,                0.99632,                0.99633,                0.99491,                0.96619,                0.13991,                0.08467,                0.75501,               0.006964,               0.006964,               0.006964
                    187,                0.33233,                0.33656,                0.81533,                0.99629,                0.99623,                0.99491,                0.96643,                0.13985,                0.08496,                0.75509,              0.0069475,              0.0069475,              0.0069475
                    188,                0.33428,                0.34091,                0.81595,                0.99628,                0.99622,                0.99491,                 0.9663,                0.13977,                0.08486,                0.75503,               0.006931,               0.006931,               0.006931
                    189,                0.33603,                0.34572,                0.81616,                0.99627,                0.99621,                0.99491,                 0.9663,                0.13966,                0.08505,                0.75497,              0.0069145,              0.0069145,              0.0069145
                    190,                0.29237,                0.23332,                0.80325,                0.99635,                 0.9963,                0.99491,                0.96615,                0.13964,                0.08508,                0.75502,               0.006898,               0.006898,               0.006898
                    191,                0.30537,                0.26499,                 0.8079,                0.99638,                0.99628,                0.99491,                0.96627,                0.13952,                0.08522,                0.75495,              0.0068815,              0.0068815,              0.0068815
                    192,                 0.3114,                0.28085,                 0.8092,                 0.9964,                0.99629,                0.99491,                0.96621,                0.13951,                0.08502,                0.75492,               0.006865,               0.006865,               0.006865
                    193,                0.31637,                0.29199,                0.80953,                 0.9964,                0.99627,                0.99491,                0.96629,                0.13949,                0.08478,                0.75489,              0.0068485,              0.0068485,              0.0068485
                    194,                 0.3199,                0.29808,                0.81081,                0.99641,                 0.9962,                0.99491,                0.96633,                0.13941,                0.08453,                 0.7549,               0.006832,               0.006832,               0.006832
                    195,                0.32147,                0.30653,                 0.8122,                0.99701,                0.99571,                0.99491,                0.96619,                0.13935,                0.08462,                 0.7549,              0.0068155,              0.0068155,              0.0068155
                    196,                0.32346,                0.30921,                 0.8122,                0.99708,                0.99572,                0.99491,                0.96624,                 0.1394,                0.08477,                0.75488,               0.006799,               0.006799,               0.006799
                    197,                0.32416,                0.31584,                0.81334,                0.99714,                0.99577,                0.99491,                0.96643,                0.13938,                0.08453,                0.75493,              0.0067825,              0.0067825,              0.0067825
                    198,                0.32797,                0.32183,                0.81354,                0.99715,                0.99577,                0.99491,                0.96643,                0.13931,                0.08445,                0.75493,               0.006766,               0.006766,               0.006766
                    199,                0.32843,                0.32643,                0.81396,                0.99716,                0.99572,                0.99491,                0.96632,                0.13933,                0.08442,                0.75495,              0.0067495,              0.0067495,              0.0067495
                    200,                0.33043,                0.32984,                0.81508,                 0.9963,                0.99652,                0.99491,                0.96646,                0.13934,                0.08424,                0.75496,               0.006733,               0.006733,               0.006733
                    201,                0.32966,                0.33287,                0.81489,                0.99622,                0.99662,                0.99491,                0.96647,                0.13937,                0.08446,                0.75499,              0.0067165,              0.0067165,              0.0067165
                    202,                0.33253,                0.33646,                0.81549,                0.99621,                0.99664,                0.99492,                0.96642,                0.13939,                0.08458,                 0.7549,                 0.0067,                 0.0067,                 0.0067
                    203,                0.33342,                 0.3424,                0.81614,                0.99615,                0.99675,                0.99491,                0.96624,                0.13935,                0.08523,                 0.7549,              0.0066835,              0.0066835,              0.0066835
                    204,                0.28886,                0.22683,                0.80205,                0.99612,                0.99681,                0.99492,                0.96657,                0.13937,                0.08479,                0.75488,               0.006667,               0.006667,               0.006667
                    205,                0.30094,                0.25775,                0.80637,                 0.9961,                0.99684,                0.99491,                0.96646,                0.13924,                0.08459,                0.75489,              0.0066505,              0.0066505,              0.0066505
                    206,                0.30877,                0.27465,                0.80832,                0.99611,                0.99683,                0.99492,                0.96641,                0.13918,                 0.0841,                0.75487,               0.006634,               0.006634,               0.006634
                    207,                0.31399,                0.28698,                0.80976,                0.99612,                 0.9968,                0.99492,                0.96644,                0.13908,                0.08431,                0.75486,              0.0066175,              0.0066175,              0.0066175
                    208,                0.31672,                0.29238,                0.81038,                0.99608,                0.99672,                0.99492,                0.96639,                0.13907,                0.08402,                0.75484,               0.006601,               0.006601,               0.006601
                    209,                0.31937,                0.30193,                0.81118,                0.99625,                0.99655,                0.99491,                 0.9665,                0.13904,                  0.084,                0.75483,              0.0065845,              0.0065845,              0.0065845
                    210,                0.32105,                0.30588,                0.81136,                0.99614,                0.99661,                0.99491,                0.96658,                0.13898,                0.08375,                0.75483,               0.006568,               0.006568,               0.006568
                    211,                0.32142,                0.30978,                0.81199,                0.99625,                0.99654,                0.99491,                0.96665,                0.13895,                0.08363,                0.75484,              0.0065515,              0.0065515,              0.0065515
                    212,                0.32563,                0.31585,                0.81308,                0.99656,                0.99649,                0.99492,                0.96657,                 0.1389,                0.08374,                0.75484,               0.006535,               0.006535,               0.006535
                    213,                0.32624,                0.32187,                0.81364,                0.99662,                0.99641,                0.99492,                 0.9664,                0.13888,                0.08398,                0.75488,              0.0065185,              0.0065185,              0.0065185
                    214,                0.32802,                0.32504,                0.81448,                0.99662,                 0.9964,                0.99492,                0.96647,                 0.1388,                0.08403,                0.75484,               0.006502,               0.006502,               0.006502
                    215,                0.32748,                0.32939,                 0.8142,                0.99659,                 0.9964,                0.99492,                 0.9665,                 0.1387,                0.08343,                0.75485,              0.0064855,              0.0064855,              0.0064855
                    216,                0.28543,                0.22204,                0.80171,                0.99655,                0.99645,                0.99492,                0.96655,                0.13871,                0.08348,                0.75481,               0.006469,               0.006469,               0.006469
                    217,                0.29845,                0.25196,                0.80553,                 0.9965,                0.99645,                0.99492,                0.96668,                0.13866,                0.08375,                0.75479,              0.0064525,              0.0064525,              0.0064525
                    218,                0.30512,                 0.2677,                0.80717,                0.99656,                0.99655,                0.99491,                 0.9666,                0.13864,                0.08374,                0.75476,               0.006436,               0.006436,               0.006436
                    219,                0.31062,                0.28003,                0.80823,                 0.9965,                0.99658,                0.99491,                0.96658,                0.13863,                0.08368,                0.75478,              0.0064195,              0.0064195,              0.0064195
                    220,                0.31452,                 0.2873,                0.80921,                0.99641,                0.99663,                0.99491,                0.96663,                0.13864,                0.08368,                0.75475,               0.006403,               0.006403,               0.006403
                    221,                 0.3163,                0.29696,                0.81034,                0.99637,                0.99672,                0.99491,                0.96658,                0.13857,                0.08376,                0.75477,              0.0063865,              0.0063865,              0.0063865
                    222,                0.31806,                0.29963,                0.81088,                0.99631,                0.99673,                0.99491,                0.96672,                0.13852,                0.08391,                0.75473,                0.00637,                0.00637,                0.00637
                    223,                0.31863,                0.30523,                 0.8116,                0.99632,                0.99673,                0.99491,                0.96654,                0.13844,                0.08355,                0.75471,              0.0063535,              0.0063535,              0.0063535
                    224,                0.32262,                0.31248,                0.81176,                0.99642,                0.99668,                0.99491,                0.96662,                0.13841,                0.08366,                0.75474,               0.006337,               0.006337,               0.006337
                    225,                0.32337,                 0.3175,                0.81265,                0.99642,                0.99687,                0.99491,                 0.9665,                0.13837,                0.08344,                0.75468,              0.0063205,              0.0063205,              0.0063205
                    226,                0.32542,                0.32167,                0.81383,                0.99646,                0.99687,                0.99491,                0.96659,                0.13845,                0.08377,                0.75465,               0.006304,               0.006304,               0.006304
                    227,                0.32515,                0.32383,                0.81413,                0.99646,                0.99687,                 0.9949,                0.96662,                0.13837,                0.08347,                0.75463,              0.0062875,              0.0062875,              0.0062875
                    228,                 0.3274,                0.32873,                 0.8139,                 0.9965,                0.99688,                0.99491,                0.96686,                0.13834,                0.08326,                0.75462,               0.006271,               0.006271,               0.006271
                    229,                0.32867,                0.33427,                0.81501,                0.99648,                0.99693,                0.99491,                0.96676,                0.13831,                0.08302,                0.75462,              0.0062545,              0.0062545,              0.0062545
                    230,                0.32797,                0.33474,                0.81413,                0.99742,                0.99589,                0.99491,                0.96653,                0.13821,                0.08296,                 0.7546,               0.006238,               0.006238,               0.006238
                    231,                0.28189,                 0.2172,                0.80074,                0.99745,                0.99591,                0.99491,                0.96674,                0.13811,                0.08272,                0.75459,              0.0062215,              0.0062215,              0.0062215
                    232,                0.29423,                 0.2457,                0.80473,                0.99633,                0.99696,                0.99491,                0.96674,                0.13813,                0.08256,                0.75464,               0.006205,               0.006205,               0.006205
                    233,                0.30132,                0.26137,                0.80652,                0.99753,                0.99587,                0.99491,                0.96665,                0.13807,                0.08255,                0.75462,              0.0061885,              0.0061885,              0.0061885
                    234,                0.30695,                0.27379,                0.80771,                0.99627,                0.99705,                0.99491,                0.96673,                0.13805,                0.08272,                0.75462,               0.006172,               0.006172,               0.006172
                    235,                0.31037,                0.27983,                0.80868,                0.99626,                0.99711,                 0.9949,                0.96664,                0.13795,                0.08257,                 0.7546,              0.0061555,              0.0061555,              0.0061555
                    236,                0.31227,                0.28974,                0.81014,                0.99616,                0.99717,                0.99491,                0.96687,                0.13791,                0.08259,                0.75465,               0.006139,               0.006139,               0.006139
                    237,                0.31447,                 0.2943,                0.81093,                0.99616,                0.99708,                0.99491,                0.96677,                0.13796,                0.08296,                0.75464,              0.0061225,              0.0061225,              0.0061225
                    238,                0.31616,                0.29923,                0.81096,                0.99627,                0.99703,                0.99491,                0.96693,                0.13794,                0.08284,                0.75466,               0.006106,               0.006106,               0.006106
                    239,                0.31923,                0.30562,                0.81164,                0.99645,                0.99703,                0.99491,                0.96691,                 0.1379,                 0.0827,                0.75466,              0.0060895,              0.0060895,              0.0060895
                    240,                0.31935,                 0.3117,                0.81227,                0.99675,                0.99677,                 0.9949,                0.96687,                 0.1379,                0.08267,                0.75464,               0.006073,               0.006073,               0.006073
                    241,                0.32239,                0.31776,                0.81335,                0.99672,                0.99688,                0.99491,                0.96693,                0.13781,                0.08265,                0.75462,              0.0060565,              0.0060565,              0.0060565
                    242,                0.32231,                0.32192,                0.81307,                0.99667,                0.99697,                0.99491,                0.96693,                0.13771,                 0.0824,                0.75461,                0.00604,                0.00604,                0.00604
                    243,                 0.3245,                0.32486,                0.81324,                0.99665,                0.99692,                0.99491,                0.96714,                0.13766,                0.08224,                0.75455,              0.0060235,              0.0060235,              0.0060235
                    244,                0.32592,                0.33108,                0.81383,                0.99746,                0.99617,                0.99491,                0.96734,                0.13757,                0.08235,                0.75454,               0.006007,               0.006007,               0.006007
                    245,                0.27799,                0.21031,                0.80013,                0.99724,                0.99634,                0.99491,                0.96743,                0.13756,                0.08216,                0.75452,              0.0059905,              0.0059905,              0.0059905
                    246,                0.29126,                0.23978,                0.80414,                0.99748,                0.99614,                0.99491,                0.96729,                 0.1375,                0.08181,                0.75448,               0.005974,               0.005974,               0.005974
                    247,                0.29803,                0.25487,                0.80558,                0.99753,                0.99604,                0.99491,                0.96732,                0.13746,                0.08197,                0.75449,              0.0059575,              0.0059575,              0.0059575
                    248,                0.30417,                0.26793,                0.80718,                0.99664,                0.99698,                 0.9949,                0.96729,                 0.1374,                0.08226,                0.75452,               0.005941,               0.005941,               0.005941
                    249,                0.30711,                0.27581,                 0.8074,                0.99662,                0.99701,                 0.9949,                0.96731,                0.13746,                0.08235,                0.75448,              0.0059245,              0.0059245,              0.0059245
                    250,                0.30929,                0.28445,                0.80891,                0.99663,                0.99708,                 0.9949,                0.96723,                0.13737,                0.08177,                0.75445,               0.005908,               0.005908,               0.005908
                    251,                0.31139,                0.28879,                0.80939,                0.99663,                 0.9971,                 0.9949,                 0.9674,                0.13737,                0.08195,                0.75443,              0.0058915,              0.0058915,              0.0058915
                    252,                0.31339,                 0.2949,                0.81038,                0.99664,                0.99709,                 0.9949,                0.96748,                0.13735,                0.08189,                0.75441,               0.005875,               0.005875,               0.005875
                    253,                0.31641,                0.30059,                0.81054,                0.99654,                0.99699,                 0.9949,                0.96737,                0.13731,                0.08195,                 0.7544,              0.0058585,              0.0058585,              0.0058585
                    254,                0.31748,                0.30816,                0.81145,                0.99722,                0.99627,                 0.9949,                0.96728,                0.13721,                0.08209,                0.75442,               0.005842,               0.005842,               0.005842
                    255,                0.32038,                0.31299,                0.81299,                0.99708,                0.99657,                 0.9949,                0.96737,                0.13727,                0.08213,                0.75442,              0.0058255,              0.0058255,              0.0058255
                    256,                0.31974,                0.31737,                0.81243,                0.99706,                0.99658,                 0.9949,                0.96735,                0.13723,                0.08178,                0.75437,               0.005809,               0.005809,               0.005809
                    257,                 0.2749,                0.20527,                 0.7994,                0.99697,                0.99662,                 0.9949,                0.96724,                0.13717,                0.08172,                0.75437,              0.0057925,              0.0057925,              0.0057925
                    258,                  0.288,                0.23514,                0.80323,                0.99695,                0.99668,                 0.9949,                 0.9673,                0.13711,                0.08164,                0.75432,               0.005776,               0.005776,               0.005776
                    259,                0.29459,                0.24958,                0.80477,                0.99698,                0.99667,                 0.9949,                 0.9672,                0.13706,                 0.0817,                0.75433,              0.0057595,              0.0057595,              0.0057595
                    260,                0.30031,                0.26085,                0.80606,                0.99707,                0.99671,                 0.9949,                0.96748,                  0.137,                0.08142,                0.75437,               0.005743,               0.005743,               0.005743
                    261,                0.30437,                0.26916,                0.80722,                0.99737,                0.99624,                 0.9949,                0.96764,                  0.137,                0.08148,                0.75435,              0.0057265,              0.0057265,              0.0057265
                    262,                0.30656,                 0.2793,                0.80857,                 0.9974,                0.99627,                 0.9949,                0.96754,                0.13707,                0.08153,                0.75431,                0.00571,                0.00571,                0.00571
                    263,                0.30845,                0.28398,                0.80902,                0.99743,                0.99632,                 0.9949,                0.96754,                0.13697,                0.08124,                0.75436,              0.0056935,              0.0056935,              0.0056935
                    264,                0.31055,                0.29064,                0.80969,                0.99738,                0.99627,                 0.9949,                0.96728,                0.13692,                0.08147,                0.75434,               0.005677,               0.005677,               0.005677
                    265,                0.31432,                0.29814,                0.81041,                0.99747,                 0.9963,                 0.9949,                0.96761,                0.13687,                0.08145,                0.75434,              0.0056605,              0.0056605,              0.0056605
                    266,                0.31492,                0.30483,                0.81138,                0.99737,                0.99632,                 0.9949,                0.96747,                0.13678,                0.08131,                 0.7543,               0.005644,               0.005644,               0.005644
                    267,                0.31768,                0.30895,                0.81239,                0.99741,                0.99618,                 0.9949,                0.96755,                0.13678,                0.08167,                0.75427,              0.0056275,              0.0056275,              0.0056275
                    268,                0.27137,                0.20012,                0.79824,                 0.9974,                0.99636,                 0.9949,                0.96776,                0.13667,                0.08109,                0.75427,               0.005611,               0.005611,               0.005611
                    269,                0.28392,                0.22762,                0.80274,                0.99749,                0.99626,                 0.9949,                0.96757,                0.13663,                0.08108,                0.75422,              0.0055945,              0.0055945,              0.0055945
                    270,                0.29156,                0.24484,                0.80451,                0.99726,                0.99635,                 0.9949,                0.96766,                0.13658,                0.08092,                0.75421,               0.005578,               0.005578,               0.005578
                    271,                0.29783,                0.25659,                0.80539,                0.99724,                0.99636,                 0.9949,                0.96774,                 0.1365,                0.08111,                0.75422,              0.0055615,              0.0055615,              0.0055615
                    272,                0.30198,                0.26436,                0.80696,                0.99724,                0.99637,                 0.9949,                0.96745,                0.13649,                0.08098,                 0.7542,               0.005545,               0.005545,               0.005545
                    273,                0.30444,                0.27494,                0.80846,                0.99722,                 0.9964,                 0.9949,                0.96753,                0.13648,                0.08085,                0.75425,              0.0055285,              0.0055285,              0.0055285
                    274,                0.30684,                 0.2804,                0.80849,                0.99729,                0.99635,                 0.9949,                0.96764,                0.13635,                0.08091,                0.75422,               0.005512,               0.005512,               0.005512
                    275,                0.30877,                0.28792,                0.80942,                0.99741,                0.99631,                 0.9949,                0.96756,                0.13634,                0.08092,                0.75425,              0.0054955,              0.0054955,              0.0054955
                    276,                 0.3121,                0.29375,                0.80975,                0.99745,                0.99623,                 0.9949,                0.96762,                0.13636,                0.08102,                0.75425,               0.005479,               0.005479,               0.005479
                    277,                0.31345,                0.30092,                0.81058,                0.99756,                0.99602,                 0.9949,                0.96759,                 0.1363,                0.08121,                0.75425,              0.0054625,              0.0054625,              0.0054625
                    278,                0.31535,                0.30518,                 0.8113,                0.99756,                0.99604,                 0.9949,                 0.9676,                0.13628,                0.08092,                0.75422,               0.005446,               0.005446,               0.005446
                    279,                0.26702,                0.19409,                0.79767,                0.99755,                0.99607,                 0.9949,                0.96771,                0.13628,                0.08092,                0.75421,              0.0054295,              0.0054295,              0.0054295
                    280,                0.28153,                0.22258,                0.80208,                0.99755,                0.99612,                 0.9949,                0.96769,                 0.1362,                0.08097,                0.75418,               0.005413,               0.005413,               0.005413
                    281,                0.28901,                 0.2402,                0.80429,                0.99754,                0.99606,                 0.9949,                0.96766,                0.13617,                0.08108,                0.75419,              0.0053965,              0.0053965,              0.0053965
                    282,                 0.2953,                0.25215,                 0.8047,                0.99748,                0.99594,                 0.9949,                0.96779,                0.13608,                0.08106,                0.75417,                0.00538,                0.00538,                0.00538
                    283,                0.29944,                0.26078,                0.80607,                0.99743,                0.99597,                 0.9949,                0.96757,                0.13604,                0.08057,                0.75418,              0.0053635,              0.0053635,              0.0053635
                    284,                0.30262,                0.27068,                0.80763,                0.99753,                0.99599,                 0.9949,                0.96775,                0.13608,                0.08083,                0.75422,               0.005347,               0.005347,               0.005347
                    285,                0.30473,                0.27723,                0.80846,                0.99753,                0.99606,                 0.9949,                0.96774,                 0.1361,                 0.0803,                0.75419,              0.0053305,              0.0053305,              0.0053305
                    286,                0.30617,                 0.2834,                0.80918,                0.99751,                 0.9961,                 0.9949,                0.96791,                0.13601,                0.08054,                0.75421,               0.005314,               0.005314,               0.005314
                    287,                0.31074,                0.29207,                0.80936,                0.99747,                0.99602,                0.99489,                0.96787,                0.13601,                0.08074,                0.75421,              0.0052975,              0.0052975,              0.0052975
