                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.32693,                 0.3097,                0.81263,                0.99342,                0.99443,                0.99442,                0.96366,                0.14145,                0.08963,                0.75421,               0.004786,               0.004786,               0.004786
                    161,                0.32583,                0.31259,                 0.8139,                0.99341,                0.99468,                0.99442,                0.96374,                0.14144,                0.08936,                0.75415,               0.004753,               0.004753,               0.004753
                    162,                0.28486,                0.21396,                0.80242,                0.99572,                  0.992,                0.99442,                0.96369,                0.14129,                 0.0895,                0.75412,                0.00472,                0.00472,                0.00472
                    163,                0.29788,                0.23612,                0.80559,                0.99555,                0.99234,                0.99442,                0.96355,                0.14133,                0.08957,                0.75412,               0.004687,               0.004687,               0.004687
                    164,                0.29884,                0.24472,                0.80585,                0.99508,                0.99304,                0.99443,                0.96361,                0.14133,                0.08961,                0.75411,               0.004654,               0.004654,               0.004654
                    165,                0.30155,                0.25108,                0.80711,                0.99539,                0.99281,                0.99445,                0.96365,                0.14131,                0.08933,                0.75417,               0.004621,               0.004621,               0.004621
                    166,                0.30472,                 0.2555,                0.80819,                0.99541,                0.99279,                0.99446,                0.96344,                0.14125,                0.08935,                0.75411,               0.004588,               0.004588,               0.004588
                    167,                0.30459,                0.25595,                0.80703,                0.99568,                0.99235,                0.99445,                0.96344,                0.14127,                0.08938,                0.75415,               0.004555,               0.004555,               0.004555
                    168,                0.30411,                0.25914,                0.80828,                0.99536,                0.99294,                0.99444,                0.96355,                0.14125,                0.08987,                0.75414,               0.004522,               0.004522,               0.004522
                    169,                0.30595,                0.26247,                0.80766,                0.99543,                 0.9928,                0.99444,                0.96358,                0.14124,                0.08989,                0.75412,               0.004489,               0.004489,               0.004489
                    170,                0.30557,                0.26454,                0.80997,                0.99541,                0.99281,                0.99443,                0.96346,                0.14121,                0.08948,                0.75412,               0.004456,               0.004456,               0.004456
                    171,                 0.3074,                0.26614,                0.80813,                0.99535,                0.99299,                0.99442,                0.96345,                0.14117,                 0.0899,                 0.7541,               0.004423,               0.004423,               0.004423
                    172,                 0.2802,                0.20604,                0.80119,                 0.9952,                0.99326,                0.99443,                0.96358,                0.14119,                0.09007,                0.75407,                0.00439,                0.00439,                0.00439
                    173,                0.29352,                0.22709,                0.80409,                0.99535,                0.99312,                0.99441,                0.96348,                0.14112,                0.08961,                0.75405,               0.004357,               0.004357,               0.004357
                    174,                0.29377,                 0.2359,                0.80458,                0.99537,                0.99307,                0.99442,                0.96354,                 0.1411,                0.08972,                0.75403,               0.004324,               0.004324,               0.004324
                    175,                0.29755,                0.24322,                0.80662,                0.99427,                0.99393,                0.99442,                0.96368,                0.14101,                0.08973,                0.75402,               0.004291,               0.004291,               0.004291
                    176,                 0.3005,                0.24678,                0.80739,                0.99428,                0.99392,                0.99441,                0.96342,                  0.141,                0.08963,                0.75403,               0.004258,               0.004258,               0.004258
                    177,                 0.3013,                0.25055,                 0.8067,                0.99429,                0.99405,                0.99441,                0.96352,                0.14097,                0.08969,                0.75403,               0.004225,               0.004225,               0.004225
                    178,                0.30066,                0.25291,                0.80729,                0.99431,                0.99401,                0.99443,                0.96346,                0.14094,                0.08923,                0.75403,               0.004192,               0.004192,               0.004192
                    179,                 0.3024,                0.25593,                0.80736,                0.99425,                0.99414,                0.99445,                0.96335,                0.14094,                0.08939,                0.75403,               0.004159,               0.004159,               0.004159
                    180,                0.30257,                0.25781,                0.80983,                 0.9956,                0.99277,                0.99444,                0.96333,                0.14091,                0.08974,                0.75402,               0.004126,               0.004126,               0.004126
                    181,                0.30402,                0.25949,                0.80825,                0.99422,                0.99414,                0.99444,                 0.9634,                0.14093,                0.08995,                0.75406,               0.004093,               0.004093,               0.004093
                    182,                0.30385,                0.25849,                0.80811,                 0.9942,                0.99416,                0.99444,                0.96352,                0.14093,                0.08988,                  0.754,                0.00406,                0.00406,                0.00406
                    183,                0.30377,                0.26086,                0.80782,                0.99422,                0.99416,                0.99445,                 0.9635,                0.14091,                0.09001,                0.75393,               0.004027,               0.004027,               0.004027
                    184,                0.30383,                0.26255,                0.80755,                0.99425,                0.99409,                0.99444,                 0.9636,                0.14089,                0.08976,                0.75392,               0.003994,               0.003994,               0.003994
                    185,                0.30663,                0.26713,                0.80872,                0.99424,                 0.9941,                0.99444,                0.96367,                0.14081,                0.08999,                0.75391,               0.003961,               0.003961,               0.003961
                    186,                0.30814,                0.27332,                0.80955,                0.99421,                0.99414,                0.99441,                0.96375,                0.14071,                 0.0898,                0.75389,               0.003928,               0.003928,               0.003928
                    187,                0.31074,                 0.2796,                0.81029,                0.99419,                0.99407,                0.99442,                0.96365,                0.14065,                0.08936,                0.75381,               0.003895,               0.003895,               0.003895
                    188,                0.31385,                0.28581,                0.81065,                0.99565,                0.99278,                0.99443,                0.96351,                0.14059,                0.08931,                0.75388,               0.003862,               0.003862,               0.003862
                    189,                0.31124,                0.28576,                0.81045,                0.99404,                0.99415,                0.99442,                0.96352,                0.14062,                0.08941,                0.75389,               0.003829,               0.003829,               0.003829
                    190,                 0.3126,                0.28759,                0.81072,                0.99386,                 0.9944,                0.99443,                 0.9637,                0.14046,                0.08938,                0.75388,               0.003796,               0.003796,               0.003796
                    191,                0.31181,                0.29106,                0.81138,                0.99565,                0.99267,                0.99444,                0.96372,                0.14044,                0.08929,                0.75385,               0.003763,               0.003763,               0.003763
                    192,                0.27268,                0.19511,                0.80002,                0.99567,                0.99259,                0.99443,                0.96372,                0.14041,                0.08895,                0.75379,                0.00373,                0.00373,                0.00373
                    193,                0.28509,                0.21357,                 0.8026,                0.99396,                0.99423,                0.99443,                0.96386,                0.14036,                0.08906,                0.75377,               0.003697,               0.003697,               0.003697
                    194,                0.28547,                0.22152,                0.80254,                0.99414,                 0.9942,                0.99443,                0.96385,                0.14032,                0.08938,                 0.7538,               0.003664,               0.003664,               0.003664
                    195,                0.28898,                0.22779,                0.80438,                0.99379,                0.99437,                0.99443,                0.96379,                0.14035,                0.08919,                0.75376,               0.003631,               0.003631,               0.003631
                    196,                0.29128,                0.23068,                0.80539,                0.99381,                0.99439,                0.99443,                0.96389,                0.14032,                0.08887,                0.75378,               0.003598,               0.003598,               0.003598
                    197,                0.29229,                0.23364,                0.80474,                0.99393,                0.99437,                0.99443,                0.96386,                0.14025,                  0.089,                0.75372,               0.003565,               0.003565,               0.003565
                    198,                0.29194,                0.23614,                0.80512,                 0.9941,                0.99408,                0.99443,                0.96402,                0.14029,                0.08909,                 0.7537,               0.003532,               0.003532,               0.003532
                    199,                0.29414,                0.24082,                0.80504,                0.99394,                0.99445,                0.99443,                0.96394,                 0.1402,                0.08899,                0.75369,               0.003499,               0.003499,               0.003499
                    200,                0.29429,                0.24253,                0.80755,                0.99403,                0.99454,                0.99443,                0.96389,                0.14015,                0.08862,                0.75365,               0.003466,               0.003466,               0.003466
                    201,                0.29585,                 0.2449,                0.80631,                0.99405,                0.99454,                0.99443,                0.96397,                 0.1401,                0.08856,                0.75363,               0.003433,               0.003433,               0.003433
                    202,                0.29508,                0.24357,                0.80632,                0.99396,                0.99462,                0.99443,                0.96406,                0.14005,                0.08878,                0.75361,                 0.0034,                 0.0034,                 0.0034
                    203,                0.29516,                0.24629,                0.80615,                0.99388,                0.99451,                0.99443,                0.96398,                0.14001,                0.08914,                0.75361,               0.003367,               0.003367,               0.003367
                    204,                0.29594,                 0.2495,                0.80588,                  0.994,                0.99428,                0.99442,                 0.9639,                0.13999,                0.08911,                0.75361,               0.003334,               0.003334,               0.003334
                    205,                 0.2982,                0.25341,                0.80711,                0.99636,                0.99199,                0.99442,                0.96395,                0.13992,                0.08909,                0.75352,               0.003301,               0.003301,               0.003301
                    206,                0.30018,                0.26004,                0.80817,                0.99628,                0.99222,                0.99442,                0.96386,                0.13985,                0.08926,                 0.7535,               0.003268,               0.003268,               0.003268
                    207,                0.30166,                0.26476,                0.80825,                0.99561,                0.99263,                0.99443,                0.96406,                0.13977,                0.08896,                0.75349,               0.003235,               0.003235,               0.003235
                    208,                0.30597,                0.27216,                0.80893,                0.99558,                0.99268,                0.99443,                 0.9641,                0.13975,                0.08911,                0.75351,               0.003202,               0.003202,               0.003202
                    209,                0.30244,                 0.2731,                0.80794,                0.99562,                 0.9928,                0.99443,                0.96409,                0.13967,                0.08886,                0.75351,               0.003169,               0.003169,               0.003169
                    210,                0.30445,                0.27598,                0.80909,                0.99574,                0.99286,                0.99444,                0.96411,                0.13964,                0.08913,                0.75345,               0.003136,               0.003136,               0.003136
                    211,                0.30335,                0.27833,                0.80961,                0.99569,                0.99293,                0.99445,                0.96413,                0.13958,                0.08883,                0.75341,               0.003103,               0.003103,               0.003103
                    212,                0.26406,                0.18451,                0.79839,                0.99569,                0.99293,                0.99444,                0.96413,                0.13952,                0.08895,                0.75346,                0.00307,                0.00307,                0.00307
                    213,                0.27592,                0.19993,                0.80087,                0.99568,                0.99294,                0.99444,                 0.9642,                0.13953,                0.08865,                0.75347,               0.003037,               0.003037,               0.003037
                    214,                0.27598,                0.20675,                0.80119,                0.99561,                0.99271,                0.99444,                0.96409,                0.13949,                0.08867,                0.75351,               0.003004,               0.003004,               0.003004
                    215,                0.27963,                0.21231,                0.80264,                0.99558,                0.99271,                0.99443,                0.96419,                 0.1395,                0.08892,                0.75357,               0.002971,               0.002971,               0.002971
                    216,                0.28228,                0.21678,                0.80372,                0.99565,                0.99267,                0.99443,                0.96398,                 0.1394,                0.08886,                0.75348,               0.002938,               0.002938,               0.002938
                    217,                0.28331,                 0.2182,                0.80308,                0.99568,                0.99266,                0.99443,                 0.9641,                0.13936,                0.08848,                0.75351,               0.002905,               0.002905,               0.002905
                    218,                0.28299,                0.22143,                0.80348,                 0.9957,                0.99263,                0.99444,                0.96424,                0.13929,                0.08867,                0.75347,               0.002872,               0.002872,               0.002872
                    219,                0.28558,                0.22491,                0.80323,                0.99603,                0.99228,                0.99443,                0.96426,                 0.1393,                0.08908,                0.75351,               0.002839,               0.002839,               0.002839
                    220,                0.28528,                0.22685,                0.80558,                0.99607,                0.99222,                0.99443,                0.96427,                0.13934,                0.08869,                0.75347,               0.002806,               0.002806,               0.002806
                    221,                0.25966,                 0.1782,                0.79704,                0.99603,                0.99228,                0.99443,                0.96421,                0.13935,                0.08895,                0.75347,               0.002773,               0.002773,               0.002773
                    222,                0.27158,                0.19244,                0.79944,                0.99572,                0.99254,                0.99442,                 0.9643,                0.13933,                0.08862,                 0.7535,                0.00274,                0.00274,                0.00274
                    223,                0.27172,                0.19933,                0.79944,                0.99606,                0.99221,                0.99443,                0.96421,                0.13928,                0.08868,                0.75348,               0.002707,               0.002707,               0.002707
                    224,                0.27525,                0.20481,                0.80116,                0.99608,                0.99217,                0.99442,                0.96419,                0.13925,                 0.0883,                0.75349,               0.002674,               0.002674,               0.002674
                    225,                0.27789,                0.20951,                0.80226,                 0.9961,                0.99219,                0.99443,                0.96425,                0.13923,                 0.0888,                0.75347,               0.002641,               0.002641,               0.002641
                    226,                0.27998,                0.21254,                0.80219,                0.99613,                0.99209,                0.99442,                0.96431,                 0.1392,                0.08837,                0.75347,               0.002608,               0.002608,               0.002608
                    227,                0.27928,                0.21649,                0.80251,                0.99609,                0.99218,                0.99442,                0.96453,                0.13917,                0.08828,                0.75348,               0.002575,               0.002575,               0.002575
                    228,                0.28171,                0.21976,                0.80252,                0.99609,                0.99217,                0.99441,                 0.9644,                0.13912,                0.08819,                0.75348,               0.002542,               0.002542,               0.002542
                    229,                0.28108,                0.22023,                0.80446,                 0.9961,                0.99219,                0.99441,                0.96451,                0.13914,                0.08812,                0.75347,               0.002509,               0.002509,               0.002509
                    230,                0.28409,                 0.2261,                 0.8032,                0.99608,                0.99224,                0.99441,                0.96433,                0.13905,                0.08788,                0.75347,               0.002476,               0.002476,               0.002476
                    231,                 0.2819,                 0.2241,                 0.8031,                0.99613,                0.99239,                0.99441,                0.96439,                0.13905,                0.08816,                0.75345,               0.002443,               0.002443,               0.002443
                    232,                0.28315,                0.22636,                 0.8034,                0.99608,                 0.9923,                 0.9944,                0.96437,                0.13901,                0.08866,                 0.7534,                0.00241,                0.00241,                0.00241
                    233,                0.28347,                0.22867,                0.80303,                0.99608,                0.99229,                 0.9944,                0.96444,                0.13894,                0.08867,                0.75342,               0.002377,               0.002377,               0.002377
                    234,                0.28609,                0.23318,                0.80417,                0.99607,                0.99231,                 0.9944,                0.96429,                0.13897,                 0.0885,                0.75339,               0.002344,               0.002344,               0.002344
                    235,                0.28801,                0.24098,                0.80487,                0.99386,                0.99464,                0.99441,                0.96428,                0.13891,                 0.0888,                 0.7534,               0.002311,               0.002311,               0.002311
                    236,                 0.2898,                0.24488,                0.80507,                0.99386,                0.99464,                 0.9944,                0.96434,                0.13892,                0.08839,                0.75342,               0.002278,               0.002278,               0.002278
                    237,                 0.2942,                0.25192,                 0.8057,                0.99387,                0.99463,                0.99441,                 0.9645,                0.13887,                0.08842,                0.75342,               0.002245,               0.002245,               0.002245
                    238,                0.29132,                0.25338,                0.80509,                0.99387,                0.99471,                0.99441,                0.96452,                0.13885,                0.08851,                0.75337,               0.002212,               0.002212,               0.002212
                    239,                0.29292,                0.25772,                0.80576,                0.99384,                0.99471,                0.99441,                0.96445,                 0.1388,                0.08865,                0.75337,               0.002179,               0.002179,               0.002179
                    240,                0.29245,                0.26108,                0.80689,                 0.9938,                 0.9947,                0.99441,                0.96448,                 0.1388,                0.08875,                0.75341,               0.002146,               0.002146,               0.002146
                    241,                0.29349,                0.26308,                0.80626,                0.99379,                0.99469,                0.99441,                0.96458,                0.13879,                0.08856,                0.75341,               0.002113,               0.002113,               0.002113
                    242,                0.25154,                0.16974,                0.79577,                0.99379,                0.99469,                0.99441,                 0.9645,                0.13874,                0.08877,                 0.7534,                0.00208,                0.00208,                0.00208
                    243,                0.26182,                0.17949,                0.79722,                0.99378,                 0.9947,                0.99441,                0.96439,                0.13879,                0.08861,                0.75339,               0.002047,               0.002047,               0.002047
                    244,                0.26165,                0.18506,                0.79734,                0.99396,                0.99456,                0.99441,                0.96446,                0.13868,                0.08855,                0.75338,               0.002014,               0.002014,               0.002014
                    245,                0.26532,                 0.1898,                0.79882,                 0.9939,                0.99458,                0.99441,                0.96436,                0.13871,                0.08831,                0.75335,               0.001981,               0.001981,               0.001981
                    246,                0.26742,                0.19407,                0.79955,                 0.9939,                0.99458,                0.99437,                0.96443,                0.13861,                0.08813,                0.75335,               0.001948,               0.001948,               0.001948
                    247,                0.26925,                0.19609,                0.79905,                0.99392,                0.99453,                0.99439,                0.96435,                0.13861,                0.08829,                0.75335,               0.001915,               0.001915,               0.001915
                    248,                0.26871,                0.19914,                0.79959,                0.99393,                0.99446,                0.99439,                0.96455,                0.13859,                0.08807,                0.75337,               0.001882,               0.001882,               0.001882
                    249,                0.27175,                0.20336,                0.79951,                0.99387,                0.99447,                0.99437,                0.96448,                0.13855,                0.08804,                0.75335,               0.001849,               0.001849,               0.001849
                    250,                0.27151,                0.20542,                0.80165,                0.99382,                0.99456,                0.99441,                0.96446,                0.13857,                0.08816,                0.75332,               0.001816,               0.001816,               0.001816
                    251,                0.27373,                0.20877,                0.80023,                0.99374,                0.99461,                0.99437,                0.96462,                0.13856,                0.08799,                0.75328,               0.001783,               0.001783,               0.001783
                    252,                0.27225,                0.20835,                0.80049,                0.99376,                0.99461,                 0.9944,                 0.9646,                0.13856,                0.08825,                0.75328,                0.00175,                0.00175,                0.00175
                    253,                0.27321,                0.21051,                0.80088,                0.99375,                0.99461,                0.99442,                0.96452,                0.13849,                 0.0885,                0.75327,               0.001717,               0.001717,               0.001717
                    254,                0.27363,                0.21246,                0.80083,                0.99372,                0.99456,                0.99442,                0.96456,                0.13853,                0.08839,                0.75324,               0.001684,               0.001684,               0.001684
                    255,                0.27623,                0.21747,                 0.8017,                0.99374,                0.99456,                0.99442,                0.96466,                 0.1385,                0.08829,                0.75323,               0.001651,               0.001651,               0.001651
                    256,                0.27858,                0.22473,                0.80248,                0.99375,                0.99457,                0.99439,                0.96449,                0.13856,                 0.0889,                0.75321,               0.001618,               0.001618,               0.001618
                    257,                0.28058,                0.22953,                0.80307,                0.99375,                0.99458,                 0.9944,                0.96456,                 0.1385,                0.08874,                0.75322,               0.001585,               0.001585,               0.001585
                    258,                0.28448,                0.23752,                0.80377,                0.99374,                0.99458,                 0.9944,                0.96468,                 0.1385,                0.08889,                0.75322,               0.001552,               0.001552,               0.001552
                    259,                0.28195,                0.23852,                0.80312,                0.99374,                0.99458,                 0.9944,                0.96462,                0.13852,                0.08869,                 0.7532,               0.001519,               0.001519,               0.001519
                    260,                0.28355,                0.24264,                0.80388,                0.99377,                0.99464,                 0.9944,                0.96451,                0.13844,                0.08855,                 0.7532,               0.001486,               0.001486,               0.001486
                    261,                 0.2832,                0.24568,                0.80464,                0.99376,                0.99465,                 0.9944,                0.96459,                 0.1384,                0.08859,                 0.7532,               0.001453,               0.001453,               0.001453
                    262,                0.24369,                0.16144,                0.79448,                0.99375,                0.99464,                 0.9944,                0.96457,                0.13841,                 0.0886,                0.75319,                0.00142,                0.00142,                0.00142
                    263,                0.25229,                0.16767,                0.79544,                0.99548,                0.99259,                 0.9944,                0.96466,                0.13838,                0.08887,                0.75316,               0.001387,               0.001387,               0.001387
                    264,                0.25201,                0.17246,                 0.7955,                0.99551,                0.99258,                 0.9944,                0.96468,                0.13839,                0.08898,                0.75317,               0.001354,               0.001354,               0.001354
                    265,                0.25552,                0.17661,                0.79689,                 0.9955,                0.99256,                0.99439,                0.96466,                0.13834,                 0.0891,                0.75314,               0.001321,               0.001321,               0.001321
                    266,                0.25819,                0.18097,                0.79786,                0.99551,                0.99255,                0.99439,                0.96466,                0.13833,                0.08887,                0.75313,               0.001288,               0.001288,               0.001288
                    267,                0.26011,                0.18288,                0.79723,                0.99424,                0.99379,                0.99438,                0.96459,                0.13827,                0.08899,                0.75315,               0.001255,               0.001255,               0.001255
                    268,                0.25908,                0.18467,                0.79756,                0.99425,                0.99375,                0.99439,                0.96473,                0.13832,                0.08924,                0.75313,               0.001222,               0.001222,               0.001222
                    269,                0.26188,                0.18865,                0.79753,                0.99435,                0.99376,                0.99438,                0.96462,                0.13829,                0.08874,                0.75313,               0.001189,               0.001189,               0.001189
                    270,                0.26175,                 0.1903,                0.79978,                0.99465,                0.99343,                0.99438,                0.96459,                0.13824,                0.08894,                0.75313,               0.001156,               0.001156,               0.001156
                    271,                0.26455,                0.19399,                0.79848,                0.99465,                0.99348,                0.99438,                0.96457,                0.13829,                0.08882,                0.75312,               0.001123,               0.001123,               0.001123
                    272,                0.23982,                 0.1574,                0.79387,                0.99466,                0.99345,                0.99437,                0.96459,                0.13828,                0.08876,                0.75313,                0.00109,                0.00109,                0.00109
                    273,                0.24794,                0.16268,                0.79455,                0.99353,                0.99464,                0.99437,                0.96464,                0.13824,                0.08885,                0.75313,               0.001057,               0.001057,               0.001057
                    274,                0.24784,                0.16691,                 0.7948,                 0.9955,                0.99254,                0.99437,                0.96472,                0.13827,                0.08889,                0.75311,               0.001024,               0.001024,               0.001024
                    275,                 0.2514,                0.17099,                0.79624,                0.99556,                0.99251,                0.99437,                 0.9646,                 0.1383,                0.08891,                0.75309,               0.000991,               0.000991,               0.000991
                    276,                0.25382,                0.17467,                0.79694,                0.99518,                0.99298,                0.99438,                0.96461,                0.13828,                0.08887,                 0.7531,               0.000958,               0.000958,               0.000958
                    277,                0.25573,                0.17649,                0.79645,                0.99459,                 0.9936,                0.99437,                0.96463,                0.13827,                0.08904,                0.75312,               0.000925,               0.000925,               0.000925
                    278,                0.25529,                0.17897,                0.79665,                0.99459,                 0.9936,                0.99437,                0.96456,                0.13826,                0.08873,                0.75312,               0.000892,               0.000892,               0.000892
                    279,                0.25828,                0.18351,                0.79689,                0.99458,                 0.9937,                0.99438,                0.96456,                 0.1382,                0.08869,                0.75312,               0.000859,               0.000859,               0.000859
                    280,                0.25851,                  0.185,                 0.7991,                0.99459,                0.99371,                0.99438,                0.96473,                0.13827,                0.08899,                 0.7531,               0.000826,               0.000826,               0.000826
                    281,                0.26023,                0.18779,                0.79752,                0.99459,                0.99373,                0.99438,                0.96458,                0.13831,                0.08874,                 0.7531,               0.000793,               0.000793,               0.000793
                    282,                 0.2601,                0.18969,                0.79817,                0.99459,                0.99376,                0.99439,                0.96453,                0.13824,                 0.0887,                0.75308,                0.00076,                0.00076,                0.00076
                    283,                0.26099,                0.19209,                0.79808,                0.99459,                0.99379,                0.99439,                0.96455,                0.13827,                 0.0887,                0.75309,               0.000727,               0.000727,               0.000727
                    284,                0.26193,                0.19341,                 0.7982,                0.99461,                0.99381,                 0.9944,                0.96461,                0.13823,                0.08905,                0.75311,               0.000694,               0.000694,               0.000694
                    285,                0.26484,                 0.1989,                0.79949,                0.99461,                0.99389,                 0.9944,                0.96465,                0.13826,                0.08914,                0.75313,               0.000661,               0.000661,               0.000661
                    286,                0.26712,                0.20586,                0.80021,                0.99461,                0.99396,                 0.9944,                0.96462,                0.13825,                0.08901,                0.75313,               0.000628,               0.000628,               0.000628
                    287,                0.26978,                0.21136,                0.80073,                 0.9946,                0.99399,                 0.9944,                0.96463,                0.13823,                0.08898,                0.75312,               0.000595,               0.000595,               0.000595
                    288,                0.27401,                 0.2189,                0.80166,                0.99459,                  0.994,                 0.9944,                0.96464,                0.13821,                0.08915,                0.75313,               0.000562,               0.000562,               0.000562
                    289,                0.27175,                0.22123,                0.80095,                0.99458,                0.99401,                0.99441,                0.96467,                0.13818,                0.08938,                0.75311,               0.000529,               0.000529,               0.000529
                    290,                0.27472,                0.22593,                0.80238,                0.99456,                0.99402,                 0.9944,                0.96454,                0.13823,                0.08927,                0.75311,               0.000496,               0.000496,               0.000496
                    291,                0.26566,                0.17667,                0.78762,                0.99457,                0.99402,                 0.9944,                0.96452,                 0.1383,                0.08926,                0.75311,               0.000463,               0.000463,               0.000463
                    292,                0.26665,                0.17719,                0.78822,                0.99454,                0.99408,                 0.9944,                0.96459,                0.13829,                0.08938,                0.75312,                0.00043,                0.00043,                0.00043
                    293,                0.26433,                0.17401,                0.78722,                0.99459,                0.99401,                 0.9944,                0.96462,                0.13823,                 0.0894,                0.75313,               0.000397,               0.000397,               0.000397
                    294,                0.26174,                0.17178,                0.78643,                 0.9946,                  0.994,                 0.9944,                0.96464,                0.13825,                0.08919,                0.75313,               0.000364,               0.000364,               0.000364
                    295,                 0.2622,                0.17274,                0.78654,                 0.9946,                  0.994,                0.99441,                0.96466,                0.13824,                0.08934,                0.75313,               0.000331,               0.000331,               0.000331
                    296,                0.26087,                0.17152,                0.78804,                 0.9946,                  0.994,                0.99441,                0.96458,                0.13825,                0.08934,                0.75313,               0.000298,               0.000298,               0.000298
                    297,                0.26124,                0.17181,                0.78662,                 0.9946,                  0.994,                0.99441,                0.96464,                0.13816,                0.08914,                0.75313,               0.000265,               0.000265,               0.000265
                    298,                0.25979,                0.17136,                0.78664,                0.99462,                0.99397,                0.99442,                0.96462,                0.13823,                0.08935,                0.75312,               0.000232,               0.000232,               0.000232
                    299,                0.25968,                 0.1708,                0.78593,                0.99463,                0.99397,                0.99442,                0.96476,                0.13818,                0.08909,                0.75311,               0.000199,               0.000199,               0.000199
                    300,                0.25842,                0.16952,                0.78654,                0.99469,                0.99391,                0.99441,                0.96461,                0.13821,                0.08926,                0.75312,               0.000166,               0.000166,               0.000166
